|neutral|,2017-08-25 , https://t.co/zE7bPtg8UI $Dow  $spx  $Nasdaq  $Russel,0.0
|neutral|,2017-08-25 ," #JonsMarketUpdate: not much movement on the market today- $DJIA up 30 pts, #sp500 up 4 pts &amp; $nasdaq down 6 pts. Tu… https://t.co/Tcgiz3aW7A",0.0
|neutral|,2017-08-25 , The $NASDAQ 100 went back and forth during the day forming a relatively neutral candle. https://t.co/ZwIf1Unerh,0.0
|negative|,2017-08-25 , Yellen about to squeeze your margin debt with her balance sheet #Feminism $DJIA $SPX $VIX $NASDAQ $GLD $VIX,-2.0
|negative|,2017-08-25 ," $SPX $NASDAQ $DJIA $ZB_F $ES_F $CL_F #FOMC #Yellen defends post-crisis bank rules under assault from Trump, Dimon https://t.co/7QVwWfW6j2",-3.0
|negative|,2017-08-25 , RT @AlpariRA: 2 min alert! High Impact news: 15:00 (GMT+1) $USD $SPX $DJIA $NASDAQ #US #Yellen speaks at Fed Conference in Jackson Hole #Fo…,-1.0
|negative|,2017-08-25 , 2 min alert! High Impact news: 15:00 (GMT+1) $USD $SPX $DJIA $NASDAQ #US #Yellen speaks at Fed Conference in Jackson Hole #Forex,-1.0
|negative|,2017-08-25 , 5 min alert! High Impact news: 15:00 (GMT+1) $USD $SPX $DJIA $NASDAQ #US #Yellen speaks at Fed Conference in Jackson Hole #Forex,-1.0
|negative|,2017-08-25 , RT @AlpariRA: 2 min alert! High Impact Upcoming news 13:30 (GMT+1) $USD $SPX $DJIA $NASDAQ Durable Goods Orders  Follow us @AlpariRA #Alpar…,-1.0
|negative|,2017-08-25 , 2 min alert! High Impact Upcoming news 13:30 (GMT+1) $USD $SPX $DJIA $NASDAQ Durable Goods Orders  Follow us @AlpariRA #Alpari #Forex,-1.0
|negative|,2017-08-25 , 5 min alert! High Impact Upcoming news 13:30 (GMT+1) $USD $SPX $DJIA $NASDAQ Durable Goods Orders  Follow us @AlpariRA #Alpari #Forex,-1.0
|positive|,2017-08-25 ," DOW RES21,900  S&amp;P RES2452 DOW SUPPORT: 21,720                              S&amp;P SUPPORT: 2430   $NASDAQ RESISTANCE 6300 $NASDAQ SUPPORT 6220",6.0
|neutral|,2017-08-25 , TY for the RT &gt; @TrdngDrivatives re: Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi …  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-25 , RT @sharptraders: Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-25 , Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|positive|,2017-08-24 ," RT @TopMarketGainer: Text Keyword ""GAINS"" to '67076' to Join Our SMS Mobile Text Alerts #NASDAQ #NYSE $NASDAQ $NYSE $TWTR $GOOG $AAPL $FB",3.0
|neutral|,2017-08-24 , https://t.co/KYpu96lHLy $Dow  $spx  $Nasdaq  $Russel,0.0
|neutral|,2017-08-24 ," #JonsMarketUpdate: Another volatile close today - $DJIA ⬇️29 pts, #sp500 ⬇️ 5 pts, &amp; $Nasdaq ⬇️ 7pts. Details tonig… https://t.co/feoZpDpyNf",0.0
|negative|,2017-08-24 , RT @AlpariRA: 5 min alert! Upcoming news: 15:00 (GMT+1) - $USD $SPX $DJIA $NASDAQ #US Existing Home Sales Follow us: @AlpariRA #Alpari #For…,-1.0
|positive|,2017-08-24 , I only like you 10% cheaper $SPX $Nasdaq $djia,2.0
|negative|,2017-08-24 ," RT @mark_hruska: And I just called that $NASDAQ drop to a tee, from last night $5804.50 😉  $TVIX $UVXY $VXX $XIV $VIX $SVXY $SPY $SPX $DJIA…",-1.0
|negative|,2017-08-24 ," RT @mark_hruska: And I just called that $NASDAQ drop to a tee, from last night $5804.50 😉  $TVIX $UVXY $VXX $XIV $VIX $SVXY $SPY $SPX $DJIA…",-1.0
|negative|,2017-08-24 ," And I just called that $NASDAQ drop to a tee, from last night $5804.50 😉  $TVIX $UVXY $VXX $XIV $VIX $SVXY $SPY… https://t.co/f1ZDE7EP5g",-1.0
|neutral|,2017-08-24 , TOday’s Movers: Dexcom $NASDAQ:DXCM Stock Rating Reconfirmed by Analysts at Canaccord Genuity ...,0.0
|negative|,2017-08-24 , RT @AlpariRA: 2 min alert! Upcoming news: 15:00 (GMT+1) - $USD $SPX $DJIA $NASDAQ #US Existing Home Sales Follow us: @AlpariRA #Alpari #For…,-1.0
|negative|,2017-08-24 , RT @AlpariRA: 2 min alert! Upcoming news: 15:00 (GMT+1) - $USD $SPX $DJIA $NASDAQ #US Existing Home Sales Follow us: @AlpariRA #Alpari #For…,-1.0
|negative|,2017-08-24 , 2 min alert! Upcoming news: 15:00 (GMT+1) - $USD $SPX $DJIA $NASDAQ #US Existing Home Sales Follow us: @AlpariRA #Alpari #Forex,-1.0
|negative|,2017-08-24 , 5 min alert! Upcoming news: 15:00 (GMT+1) - $USD $SPX $DJIA $NASDAQ #US Existing Home Sales Follow us: @AlpariRA #Alpari #Forex,-1.0
|negative|,2017-08-24 , 2 min news alert!: 13:30 (GMT+1) - $USD $SPX $DJIA $NASDAQ #US  Initial Jobless Claims Continuing Claims #Alpari #Forex @AlpariRA,-1.0
|negative|,2017-08-24 , 5 min news alert!: 13:30 (GMT+1) - $USD $SPX $DJIA $NASDAQ #US  Initial Jobless Claims Continuing Claims #Alpari #Forex @AlpariRA,-1.0
|positive|,2017-08-24 ," DOW RESISTANCE 21,910    S&amp;P RESISTANCE 2452/2460 DOW SUPPORT: 21,800       S&amp;P SUPPORT: 2438 $NASDAQ RESISTANCE 6300 $NASDAQ SUPPORT 6260",6.0
|neutral|,2017-08-24 , RThx &gt; @amoabuggati re: Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi …  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-24 , RT @sharptraders: Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-24 , Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-23 , https://t.co/DCqSQiIbEl $Dow $spx  $Nasdaq  $Russel,0.0
|positive|,2017-08-23 , RT @Daily_Forex: Pullbacks will offer buying opportunities for the $Nasdaq market https://t.co/OxECt32XND https://t.co/3OHLVEPW5G,2.0
|positive|,2017-08-23 , Pullbacks will offer buying opportunities for the $Nasdaq market https://t.co/OxECt32XND https://t.co/3OHLVEPW5G,2.0
|neutral|,2017-08-23 , 8/23/17 Market Close Stats  $DJIA 21812.09 -87.80(-0.40%) $SPX 2444.04 -8.47(-0.35%) $NASDAQ 6278.41 -19.07(-0.30%) #ILM #Stocks,0.0
|negative|,2017-08-23 ," #JonsMarketUpdate: Markets were scared today... $DJIA ⬇️88 pts, #sp500 ⬇️8pts, &amp; $Nasdaq ⬇️19 pts. Details tonight… https://t.co/DZSyGcWcvX",-2.0
|positive|,2017-08-23 , The $NASDAQ 100 broke higher and cleared the top of the hammer from the Monday session on Tuesday… https://t.co/ULXKTiJt6v,2.0
|neutral|,2017-08-23 ," Breaking: Diamondback $NASDAQ:FANG ""Buy"" Rating Kept by Analysts at Northland Securities Today ...",0.0
|negative|,2017-08-23 , 5 min alert! Upcoming news: 15:00 (GMT+1) - $USD $SPX $DJIA $NASDAQ #US New Home Sales Follow us: @AlpariRA #Alpari #Forex,-1.0
|neutral|,2017-08-23 , $NASDAQ down!,0.0
|positive|,2017-08-23 ," DOW RESISTANCE 21,910 S&amp;P RESISTANCE 2452/2460 DOW SUPPORT: 21,800 S&amp;P SUPPORT: 2438  $NASDAQ RESISTANCE 6300 $NASDAQ SUPPORT 6260",6.0
|neutral|,2017-08-23 , China's Fosun invests in local version of #bitcoin tech blockchain https://t.co/l53zMD0WIe $BTC $SPY $NASDAQ,0.0
|neutral|,2017-08-23 , Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-22 , $SPX $NASDAQ $DJIA $CAC $DAX $FTSE $JPM $TSLA $ES_F $CL_F $GC_F $TLT $WMT $JNJ $FB $GOOGL $MSFT $INTC $AMD $TWTR… https://t.co/1ZP1Zom8B3,0.0
|negative|,2017-08-22 , RT @Dvolatility: VIX INDICATOR ISSUES WARNING FOR STOCK MARKET https://t.co/LfLos94wmV $VIX $RVX $VXX $VXN $SPX $SPY $DIA $DJIA $IWM $IWC $…,-3.0
|neutral|,2017-08-22 , $Dow  $spx  $Nasdaq  $Russel https://t.co/YWtG0nlfq4,0.0
|neutral|,2017-08-22 , $Dow  $spx  $Nasdaq https://t.co/ZXjeOwn721,0.0
|negative|,2017-08-22 , RT @Dvolatility: VIX INDICATOR ISSUES WARNING FOR STOCK MARKET https://t.co/LfLos94wmV $VIX $RVX $VXX $VXN $SPX $SPY $DIA $DJIA $IWM $IWC $…,-3.0
|neutral|,2017-08-22 , 8-22-17 Market Close Stats  $DJIA 21889.89 +196.14(+0.90%) $SPX 2452.51 +24.14(+0.99%) $NASDAQ 6297.48 +84.35(+1.36%) #ILM #Stocks,0.0
|negative|,2017-08-22 , VIX INDICATOR ISSUES WARNING FOR STOCK MARKET https://t.co/LfLos94wmV $VIX $RVX $VXX $VXN $SPX $SPY $DIA $DJIA $IWM… https://t.co/cJDtTiN3rG,-3.0
|neutral|,2017-08-22 ," #JonsMarketUpdate: Heck of a #rally today- $DJIA rose 196 pts, #sp500 up 24 pts &amp; $nasdaq up 84 pts. Details tonigh… https://t.co/5P7pe726oI",0.0
|neutral|,2017-08-22 , Breaking: Tower Semiconductor $NASDAQ:TSEM Buy Rating Kept by Analysts at Drexel Hamilton Today ...,0.0
|neutral|,2017-08-22 , RT @BASED_CYRUS: Correlation between #NASDAQ and #Bitcoin has averaged 80%+ since beginning of 2017. $BTC $Nasdaq . 1/2 https://t.co/Cov3i3…,0.0
|neutral|,2017-08-22 , Correlation between #NASDAQ and #Bitcoin has averaged 80%+ since beginning of 2017. $BTC $Nasdaq . 1/2 https://t.co/Cov3i3Xjt4,0.0
|neutral|,2017-08-22 , Closed $SPX short at 2443 for +48 pips 💰  Closed $Nasdaq short at break even.   Closed $AUDCAD short at 0.9938 for +34 pips 💰,0.0
|neutral|,2017-08-22 , NASDAQ Composite (^IXIC) stock rose by 1.04%! Currently priced at 6278.3857. https://t.co/IauICVJKay $NASDAQ #binaryoptions,0.0
|negative|,2017-08-22 , 2 min alert! Upcoming news: 14:00 (GMT+1) - $USD $SPX $DJIA $NASDAQ House Price Index @AlpariRA #Alpari #Forex,-1.0
|negative|,2017-08-22 , 5 min alert! Upcoming news: 14:00 (GMT+1) - $USD $SPX $DJIA $NASDAQ House Price Index @AlpariRA #Alpari #Forex,-1.0
|positive|,2017-08-22 ," DOW RESISTANCE 21,810      S&amp;P RESISTANCE 2438 DOW SUPPORT: 21,600          S&amp;P SUPPORT: 2420  $NASDAQ RESISTANCE 6230 $NASDAQ SUPPORT 6160",6.0
|neutral|,2017-08-22 , The S&amp;P 500 and $NASDAQ 100 Forecas thttp://bit.ly/2imUauX https://t.co/q057tI3mPF,0.0
|negative|,2017-08-22 , US/NorthKorea Tension Rattle Markets https://t.co/g2jhvBuA25 $forex $cryptocurrency $metal $oil $NASDAQ $FTSE $visa https://t.co/xrGYYwX8Jb,-1.0
|positive|,2017-08-22 , Appreciate the RT &gt; @smith_trisha35 re: Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi …  $COMPQ $NASDAQ  $COMP #stocks,2.0
|positive|,2017-08-22 ," RT @bloom_trades: $NASDAQ in overbought territory, worth taking some off and setting some cash to sidelines. #Stocks #Investing",2.0
|neutral|,2017-08-22 , RT @sharptraders: Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-22 , Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-22 , $SPX $NASDAQ $DJIA $CAC $DAX $FTSE $JPM $TSLA $ES_F $CL_F $GC_F $TLT $WMT $JNJ $FB $GOOGL $MSFT $INTC $AMD $TWTR… https://t.co/dA0nqFoObd,0.0
|neutral|,2017-08-21 , https://t.co/tIhIsvQl7Q $Dow  $spx  $Nasdaq  $Russell,0.0
|neutral|,2017-08-21 , 8/22/17 Market Close Stats  $DJIA 21703.75 +29.24(+0.13%) $SPX 2428.37 +2.82(+0.12%) $NASDAQ 6213.13 -3.40(-0.05%) #ILM #Stocks,0.0
|neutral|,2017-08-21 ," #JonsMarketUpdate: #Eclipse2017 Didn't seem to change markets - $DJIA ⬆️29pts, #sp500 ⬆️3pts &amp; $Nasdaq ⬇️3 pts. Det… https://t.co/eF2IrIrYPm",0.0
|neutral|,2017-08-21 ," The $NASDAQ 100 rallied during the day, bouncing from a trend line that has been in effect from November… https://t.co/erQ79x1BNs",0.0
|neutral|,2017-08-21 ," Reaffirmed: Compressco Partners LP $NASDAQ:CCLP ""Hold"" Rating Reaffirmed by Analysts at RBC Capital ...",0.0
|neutral|,2017-08-21 , Breaking: The Madison Square Garden $NASDAQ:MSG Hold Rating Reaffirmed by Analysts at Jefferies Today ...,0.0
|positive|,2017-08-21 ," DOW RESISTANCE 21,750     S&amp;P RESISTANCE 2430/2438 DOW SUPPORT: 21,600     S&amp;P SUPPORT: 2418   $NASDAQ RESISTANCE 6260 $NASDAQ SUPPORT 6180",6.0
|positive|,2017-08-21 , Planet Payment $PLPM was last week's top gainer on the $NASDAQ tech 100 sector. Who else made the list?… https://t.co/lz4zwf37vY,2.0
|positive|,2017-08-21 , Planet Payment $PLPM was last week's top gainer on the $NASDAQ tech 100 sector. Who else made the list?… https://t.co/3tr3ErD2n2,2.0
|positive|,2017-08-21 ," RT @triple_leverage: LT daily $Nasdaq chart + zoomed in.  Looks like a bear wedge w one more pop. I'm bearish but if it pops from here, thi…",2.0
|neutral|,2017-08-20 , Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|positive|,2017-08-20 ," LT daily $Nasdaq chart + zoomed in.  Looks like a bear wedge w one more pop. I'm bearish but if it pops from here,… https://t.co/76bgWZf0bI",2.0
|neutral|,2017-08-19 , RThx &gt; @TrdngDrivatives re: Nasdaq Day Traders Index   ►►► https://t.co/Vshskcwh1S …  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-19 , RT @sharptraders: Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|neutral|,2017-08-19 , Nasdaq Day Traders Index   ►►► https://t.co/VshskceFDi  $COMPQ $NASDAQ  $COMP #stocks,0.0
|positive|,2017-08-19 , RT @AlpariRA: 2 min alert! High Impact Upcoming news 15:00 (GMT) - $USD $SPX $DJIA $NASDAQ U. of Michigan Confidence Follow us @AlpariRA #A…,1.0
|positive|,2017-08-19 ," If the $NASDAQ can't regroup &amp; rally, it looks like a corrective phase that's headed towards the July or May lows.… https://t.co/IaeIxlFbkC",2.0
|neutral|,2017-08-19 , Crypto daily trading vol is only 9x less than $NASDAQ trading vol. $10B volume/day for #crypto! #bitcoin #altcoins #cryptocurrency #ethereum,0.0
|neutral|,2017-08-18 , $Dow  $spx  $Nasdaq https://t.co/rkxPocKpnZ,0.0
|positive|,2017-08-18 , The 5700 level should be supported so pay special attention to that area for perceived value to appear. https://t.co/j72il8moOG $Nasdaq,1.0
|neutral|,2017-08-18 , 8/18/17 Market Close Stats  $DJIA 21674.51 -76.22(-0.35%) $SPX 2425.55 -4.46(-0.18%) $NASDAQ 6216.53 -5.39(-0.09%) #ILM #Stocks,0.0
|neutral|,2017-08-18 ," #JonsMarketUpdate: VERY volatile day -- $DJIA is ⬇️ 76 pts, #sp500 ⬇️ 4pts &amp; $Nasdaq also ⬇️ 5 pts! Details tonight… https://t.co/FgG4fnK2Yh",0.0
|neutral|,2017-08-18 ," The $NASDAQ 100 broke down significantly during the day on Thursday, reaching down to the 5791 handle.… https://t.co/tWbQJqGO76",0.0
|neutral|,2017-08-18 , RT @Greg5thTrad: U.S. Futures green as of 10:15pm edt ....here comes the bounce  $SPX $Nasdaq $DJIA #BTFD  special pic for @StockCats 🤭 htt…,0.0
|positive|,2017-08-18 , 2 min alert! High Impact Upcoming news 15:00 (GMT) - $USD $SPX $DJIA $NASDAQ U. of Michigan Confidence Follow us @AlpariRA #Alpari #Forex,1.0
|positive|,2017-08-18 , 5 min alert! High Impact Upcoming news 15:00 (GMT) - $USD $SPX $DJIA $NASDAQ U. of Michigan Confidence Follow us @AlpariRA #Alpari #Forex,1.0
